  8.5777426e+000	  8.1616454e+000	  8.7540320e+000	  6.9768794e+000	  7.0943355e+000	  7.0511918e+000	  8.7227280e+000	  7.0036021e+000	  6.1968560e+000	  9.7242126e+000	  6.0158269e+000	  7.4782024e+000	  9.0108368e+000	  8.7366468e+000	  7.5236722e+000	  1.1816872e+001	  1.1003390e+001	  7.8811905e+000	  9.7803758e+000	  1.1791077e+001	  6.4789152e+000	  6.5482028e+000	  7.6066230e+000	  7.8479539e+000	  1.1203928e+001	  1.0853772e+001	  9.2738742e+000	  9.2863330e+000	  8.1625736e+000	  1.0441091e+001	  8.6457496e+000	  7.3109288e+000	  6.7193899e+000	  6.5137900e+000	  1.0095878e+001	  8.0266962e+000	  6.4370018e+000	  6.2732145e+000	  6.7523221e+000	  9.9130960e+000	  7.0098276e+000	  7.6080504e+000	  6.8209325e+000	  7.3114927e+000	  7.9818924e+000	  7.0045796e+000	  7.2105495e+000	  7.0075572e+000	  6.6764245e+000	  7.2428736e+000	
  7.1133954e+000	  5.5859842e+000	  7.3327107e+000	  5.5879072e+000	  7.1892947e+000	  7.2047220e+000	  8.7887810e+000	  7.0997733e+000	  6.0720373e+000	  8.8494427e+000	  6.1083367e+000	  6.1177094e+000	  7.7161467e+000	  8.7361155e+000	  7.3053266e+000	  1.0519390e+001	  9.9033837e+000	  8.7838080e+000	  9.2808312e+000	  1.0893511e+001	  7.4680422e+000	  6.8693540e+000	  8.1899188e+000	  8.4274743e+000	  1.0801687e+001	  1.1926981e+001	  8.9174391e+000	  9.8083018e+000	  8.6280351e+000	  9.9856597e+000	  8.8804856e+000	  7.9167193e+000	  7.1422782e+000	  6.6519557e+000	  1.0585585e+001	  8.3822920e+000	  7.1099747e+000	  6.7075690e+000	  6.8234563e+000	  9.9626051e+000	  6.6893121e+000	  7.8010359e+000	  7.2253209e+000	  7.5547025e+000	  8.3219458e+000	  7.4540248e+000	  7.5377133e+000	  7.5649892e+000	  7.2365321e+000	  7.3732851e+000	
  8.1437326e+000	  7.0044806e+000	  8.9577431e+000	  7.8224995e+000	  7.6634847e+000	  7.3654332e+000	  9.4012950e+000	  7.3152511e+000	  6.2927862e+000	  1.0223425e+001	  6.3761894e+000	  5.9192833e+000	  8.4321062e+000	  9.3684266e+000	  7.5331124e+000	  9.6167685e+000	  8.9749223e+000	  8.5635511e+000	  8.4878378e+000	  1.1960079e+001	  7.4040535e+000	  7.1353495e+000	  8.1134631e+000	  7.7038155e+000	  1.1088790e+001	  1.0753485e+001	  9.5206953e+000	  9.5597001e+000	  9.0243348e+000	  1.0382543e+001	  8.9362768e+000	  7.9939985e+000	  7.5872244e+000	  7.0370482e+000	  1.0659096e+001	  8.5978141e+000	  7.0666112e+000	  6.9594744e+000	  7.0949576e+000	  9.7535533e+000	  7.1557342e+000	  8.1339965e+000	  7.2447658e+000	  8.0676586e+000	  8.5030495e+000	  7.6361104e+000	  7.7418123e+000	  7.9959184e+000	  7.4796539e+000	  7.5190686e+000	
  7.7138128e+000	  6.8303015e+000	  6.4314086e+000	  4.9972103e+000	  8.0090573e+000	  6.9825738e+000	  8.3160402e+000	  6.8587994e+000	  6.2276618e+000	  9.5715711e+000	  5.7065796e+000	  7.6921278e+000	  8.0132022e+000	  9.3708861e+000	  6.5050854e+000	  9.1749539e+000	  8.6624708e+000	  8.3429473e+000	  9.1298510e+000	  1.1135729e+001	  6.5500815e+000	  7.1685240e+000	  7.2112996e+000	  7.1489581e+000	  1.0968669e+001	  9.6344051e+000	  1.0231591e+001	  1.0297520e+001	  8.3073394e+000	  9.6053579e+000	  8.5567315e+000	  7.5063733e+000	  6.9506787e+000	  6.5619506e+000	  1.0096067e+001	  8.1725540e+000	  6.7345405e+000	  6.2818744e+000	  6.5914681e+000	  1.0499685e+001	  6.4933141e+000	  7.4566324e+000	  6.6483915e+000	  7.6802118e+000	  8.1410127e+000	  7.3534779e+000	  7.3056996e+000	  6.9928163e+000	  7.0080582e+000	  7.0653086e+000	
  8.3561568e+000	  5.6890609e+000	  7.8175913e+000	  7.2064296e+000	  6.5257536e+000	  6.8468075e+000	  8.2638810e+000	  7.7478378e+000	  7.2498651e+000	  1.1074450e+001	  5.7927638e+000	  8.1875353e+000	  8.3978281e+000	  9.7604793e+000	  6.6739170e+000	  9.5782226e+000	  8.1013064e+000	  6.7602344e+000	  1.0163394e+001	  1.1723833e+001	  5.6475763e+000	  6.1477441e+000	  6.9192897e+000	  6.7874842e+000	  1.1829416e+001	  9.5042623e+000	  7.2054501e+000	  9.8254977e+000	  7.9518073e+000	  1.0515480e+001	  8.4744506e+000	  6.9779123e+000	  6.5011139e+000	  6.0032979e+000	  9.5064323e+000	  7.6354759e+000	  6.4323080e+000	  6.2779121e+000	  6.4777399e+000	  1.0776408e+001	  6.3999601e+000	  7.1903880e+000	  6.2905267e+000	  7.2832083e+000	  7.6504399e+000	  6.8276856e+000	  6.9473331e+000	  6.4804059e+000	  6.6388974e+000	  6.8111177e+000	
  8.5596689e+000	  7.6618480e+000	  8.6805599e+000	  9.6037194e+000	  8.3821791e+000	  7.1362986e+000	  1.0301624e+001	  6.4810792e+000	  5.9761869e+000	  9.6401238e+000	  5.8319416e+000	  7.9918840e+000	  9.4280549e+000	  1.0611489e+001	  7.0743738e+000	  1.0038612e+001	  9.0584339e+000	  8.4546495e+000	  1.0157384e+001	  1.2066323e+001	  6.7080090e+000	  6.8219608e+000	  7.6167349e+000	  8.2054879e+000	  1.0896105e+001	  9.6732136e+000	  8.9527391e+000	  1.1033576e+001	  8.6782962e+000	  1.0153077e+001	  8.4803537e+000	  7.4066572e+000	  6.5909168e+000	  6.3963522e+000	  9.8364440e+000	  7.6786026e+000	  6.7152061e+000	  6.4005032e+000	  6.5694861e+000	  1.0404883e+001	  6.4687054e+000	  7.2342265e+000	  6.3913722e+000	  7.3824906e+000	  7.9553533e+000	  7.0581123e+000	  6.8075382e+000	  6.6619389e+000	  7.2509021e+000	  6.7244443e+000	
  6.8501844e+000	  4.9986466e+000	  8.2651532e+000	  4.8846728e+000	  6.8124204e+000	  6.6245409e+000	  7.9575828e+000	  7.1990994e+000	  5.4895661e+000	  8.4686163e+000	  6.4453478e+000	  6.9894009e+000	  8.0628244e+000	  7.8754377e+000	  7.0936688e+000	  1.0081452e+001	  9.1604398e+000	  7.6837100e+000	  1.0607726e+001	  1.0520880e+001	  5.7841753e+000	  5.7699187e+000	  5.4116726e+000	  7.5293873e+000	  1.1453067e+001	  9.1299142e+000	  8.9731379e+000	  9.3907357e+000	  8.1831245e+000	  9.1041153e+000	  8.7998843e+000	  7.5091444e+000	  6.3906470e+000	  6.5363838e+000	  9.7434754e+000	  7.7176043e+000	  6.7514015e+000	  6.6648162e+000	  6.6975438e+000	  1.0027150e+001	  6.6561282e+000	  7.4951505e+000	  6.8117901e+000	  7.4128280e+000	  7.8523920e+000	  7.0252278e+000	  7.2472640e+000	  6.5849148e+000	  6.9437864e+000	  6.7512951e+000	
  8.7187851e+000	  7.4226174e+000	  7.4196613e+000	  9.4016533e+000	  7.6627841e+000	  6.7256316e+000	  1.0339467e+001	  6.8465611e+000	  5.4250759e+000	  9.2963608e+000	  6.9721367e+000	  6.2251776e+000	  9.4092975e+000	  9.4968320e+000	  7.5555946e+000	  7.6177440e+000	  7.2443569e+000	  8.8883870e+000	  8.7230511e+000	  1.2167258e+001	  6.0863100e+000	  6.5520368e+000	  6.0501391e+000	  6.9812744e+000	  1.1734421e+001	  9.9558692e+000	  9.7877798e+000	  9.2383768e+000	  8.8004996e+000	  1.0677756e+001	  8.2176169e+000	  7.3977350e+000	  7.0419076e+000	  6.4599103e+000	  1.0437494e+001	  8.3920545e+000	  7.0472570e+000	  6.6355336e+000	  6.9745480e+000	  1.0325080e+001	  6.9233404e+000	  7.5398910e+000	  6.6393326e+000	  7.3794984e+000	  7.6761665e+000	  7.3744701e+000	  7.3160443e+000	  7.3256379e+000	  7.0595392e+000	  7.0668637e+000	
  6.7394184e+000	  5.0366074e+000	  7.5025003e+000	  5.1759138e+000	  6.4682252e+000	  6.5295115e+000	  8.0672739e+000	  6.6308946e+000	  6.7972910e+000	  9.3973147e+000	  5.5420319e+000	  7.7516375e+000	  8.4330113e+000	  8.5004944e+000	  6.8713240e+000	  9.6459086e+000	  8.9748383e+000	  7.8010301e+000	  1.0306670e+001	  1.2299614e+001	  7.2720287e+000	  7.2704877e+000	  8.1550119e+000	  8.2205894e+000	  1.0447480e+001	  9.6613494e+000	  7.7413905e+000	  9.2721093e+000	  7.6391350e+000	  1.0079553e+001	  8.6069633e+000	  7.6037724e+000	  6.4234909e+000	  6.4158505e+000	  1.0099555e+001	  7.7543753e+000	  6.3703598e+000	  6.2257293e+000	  6.7705735e+000	  9.8356698e+000	  6.3464288e+000	  7.1563164e+000	  6.3982682e+000	  7.1885266e+000	  7.8717763e+000	  6.7414635e+000	  6.9227560e+000	  6.5781783e+000	  6.9042322e+000	  6.8062894e+000	
  7.2478198e+000	  5.8087551e+000	  7.9271431e+000	  4.8145679e+000	  6.2976740e+000	  6.8188022e+000	  8.2441374e+000	  6.7123674e+000	  5.5696194e+000	  8.2367601e+000	  5.7135221e+000	  7.5377519e+000	  8.9374814e+000	  8.7651351e+000	  7.2973957e+000	  8.1883106e+000	  7.6667942e+000	  7.9199456e+000	  9.5544676e+000	  1.1174356e+001	  6.2053886e+000	  7.2739192e+000	  6.6747766e+000	  7.5583857e+000	  1.0688640e+001	  1.0564048e+001	  7.8109259e+000	  9.7162100e+000	  8.5488393e+000	  1.0243249e+001	  8.6185579e+000	  7.9381603e+000	  6.5629861e+000	  6.5908133e+000	  1.0065885e+001	  7.9557901e+000	  6.6927995e+000	  6.6956288e+000	  6.8572245e+000	  1.0081345e+001	  6.5825272e+000	  7.3389719e+000	  6.4423201e+000	  7.2571720e+000	  8.1555693e+000	  7.2579969e+000	  7.1210481e+000	  7.0071466e+000	  7.0573268e+000	  7.0459409e+000	
